id,name,team,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37,GW 38
809,Ribeiro,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.5,4.400000095367432,4.5
27,Trusty,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.599999904632568,4.5,4.599999904632568,4.599999904632568,4.599999904632568
33,Archer,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.3,4.3,4.3,4.3,4.2,0.0,4.2,4.2,4.2,4.2,5.199999809265137,5.199999809265137,5.300000190734863,5.099999904632568,5.099999904632568
255,Holgate,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
360,McAtee,Sheffield Utd,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.900000095367432,4.900000095367432,4.900000095367432,5.099999904632568,4.900000095367432
471,Ahmedhodžić,Sheffield Utd,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
472,Amissah,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316
473,Baldock,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0.0,3.8,3.8,3.8,3.8,4.699999809265137,4.900000095367432,4.800000190734863,4.699999809265137,4.800000190734863
474,Basham,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
476,Bogle,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.400000095367432,4.300000190734863,4.400000095367432,4.300000190734863,4.300000190734863
477,Brewster,Sheffield Utd,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
479,A.Davies,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
480,Egan,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.2,4.2,4.2,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
482,Foderingham,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.4,4.4,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284
483,Jebbison,Sheffield Utd,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.599999904632568,4.5,4.599999904632568,4.599999904632568,4.599999904632568
484,Lowe,Sheffield Utd,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
485,McBurnie,Sheffield Utd,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.4,5.099999904632568,5.099999904632568,5.0,5.0,5.099999904632568
487,Norrington-Davies,Sheffield Utd,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
488,Norwood,Sheffield Utd,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
489,Osborn,Sheffield Utd,5.0,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.599999904632568,4.5,4.5,4.5,4.5
490,Osula,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.900000095367432,4.900000095367432,4.900000095367432,5.0,4.900000095367432
576,Robinson,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.400000095367432,4.300000190734863,4.300000190734863,4.199999809265137,4.300000190734863
587,Slimane,Sheffield Utd,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.699999809265137,4.599999904632568,4.699999809265137,4.699999809265137,4.699999809265137
592,Larouci,Sheffield Utd,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.300000190734863
638,Vini Souza,Sheffield Utd,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.699999809265137,4.599999904632568,4.699999809265137,4.699999809265137,4.699999809265137
655,Brooks,Sheffield Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.800000190734863,4.699999809265137,4.800000190734863,4.800000190734863,4.800000190734863
663,Hamer,Sheffield Utd,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,5.0
666,T.Davies,Sheffield Utd,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,4.599999904632568,4.599999904632568,4.5
730,Oné,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.5
759,Peck,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.5
775,Brereton Díaz,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.300000190734863,5.300000190734863,5.199999809265137,5.199999809265137,5.199999809265137
790,Grbić,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
822,Blacker,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.599999904632568,4.5,4.5,4.5
823,Arblaster,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.5
827,Sasnauskas,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
828,Curtis,Sheffield Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
450,Johnson,West Ham,6.0,6.0,6.0,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0.0,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0.0,4.300000190734863,4.5,4.400000095367432,4.400000095367432
491,Austin,Spurs,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,4.0,3.9000000953674316,4.0,3.9000000953674316
492,Bentancur,Spurs,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
493,Bissouma,Spurs,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0
494,Bryan,Spurs,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
495,Davies,Spurs,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.099999904632568,4.199999809265137,4.099999904632568,4.199999809265137
497,E.Royal,Spurs,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
498,Forster,Spurs,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,0.0,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0.0,3.9000000953674316,3.9000000953674316,3.9000000953674316,4.0
499,Højbjerg,Spurs,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.0,5.2,5.2,5.2,5.1,5.1,5.1,5.1,0.0,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
501,Kulusevski,Spurs,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.1,7.2,7.2,7.2,7.1,7.1,7.0,6.9,6.8,0.0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,0.0,6.0,5.5,5.900000095367432,5.800000190734863
503,Lo Celso,Spurs,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
504,Maddison,Spurs,7.5,7.5,7.6,7.7,7.8,7.9,7.9,8.0,8.1,8.1,8.1,8.0,7.9,7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.9,8.0,8.0,0.0,7.9,7.9,8.0,8.0,8.0,7.9,7.9,0.0,6.300000190734863,6.599999904632568,6.099999904632568,6.599999904632568
506,Pedro Porro,Spurs,5.0,5.0,4.9,4.9,5.0,5.0,5.0,5.1,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.9,5.9,5.8,0.0,5.7,5.7,5.8,5.9,5.9,5.9,5.9,0.0,4.699999809265137,4.699999809265137,4.599999904632568,4.599999904632568
509,Richarlison,Spurs,7.0,7.0,7.0,6.9,6.8,6.8,6.7,6.7,6.7,6.7,6.7,6.7,6.6,6.6,6.6,6.6,6.6,6.7,6.8,6.8,6.9,7.0,7.1,7.2,7.2,0.0,7.1,7.0,6.9,6.9,6.9,6.9,6.8,0.0,6.199999809265137,6.199999809265137,6.099999904632568,6.199999809265137
511,Romero,Spurs,4.5,4.5,4.5,4.6,4.7,4.8,4.8,4.8,4.8,4.9,4.9,5.0,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,4.9,4.9,4.9,4.9,4.9,0.0,4.9,5.0,5.1,5.1,5.2,5.2,5.2,0.0,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
513,Sarr,Spurs,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,6.199999809265137,6.300000190734863,6.199999809265137,6.300000190734863
514,Sessegnon,Spurs,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
515,Skipp,Spurs,5.0,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
516,Son,Spurs,9.0,9.0,9.0,9.0,9.1,9.1,9.2,9.4,9.5,9.5,9.6,9.7,9.7,9.6,9.6,9.6,9.7,9.8,9.9,9.9,9.8,9.7,9.7,9.6,9.6,0.0,9.7,9.8,10.0,10.1,10.1,10.1,10.0,0.0,7.599999904632568,7.800000190734863,7.099999904632568,7.599999904632568
519,Udogie,Spurs,4.5,4.5,4.5,4.6,4.7,4.7,4.8,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.9,0.0,4.9,4.9,5.0,5.0,5.0,5.0,5.0,0.0,4.699999809265137,4.800000190734863,4.699999809265137,4.800000190734863
520,Vicario,Spurs,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,4.599999904632568,4.599999904632568,4.599999904632568,4.699999809265137
521,Whiteman,Spurs,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,4.0,4.0,3.9000000953674316,3.9000000953674316
583,Solomon,Spurs,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,0.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,0.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
639,Van de Ven,Spurs,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.6,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432
640,Scarlett,Spurs,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.699999809265137,4.800000190734863,4.699999809265137,4.800000190734863
722,Donley,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
740,Dorrington,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
754,Yago Santiago,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5
776,Werner,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,6.5,6.4,0.0,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.0,6.0,6.0,5.800000190734863,5.900000095367432
777,Drăgușin,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.4,4.3,0.0,4.3,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
364,Phillips,West Ham,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
522,N.Aguerd,West Ham,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
523,Antonio,West Ham,6.0,6.0,6.0,6.1,6.0,6.0,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.699999809265137,5.599999904632568,5.699999809265137,5.599999904632568,5.5
524,Areola,West Ham,4.0,4.0,4.0,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.2,4.400000095367432,4.400000095367432,4.800000190734863,4.400000095367432,4.5
526,Bowen,West Ham,7.0,7.0,7.0,7.1,7.1,7.1,7.2,7.3,7.3,7.4,7.4,7.6,7.7,7.6,7.6,7.7,7.7,7.8,7.8,7.9,8.1,8.1,8.0,7.9,7.8,7.7,7.8,7.9,8.0,7.9,7.9,7.9,7.8,7.800000190734863,7.400000095367432,7.599999904632568,7.599999904632568,7.599999904632568
527,Cornet,West Ham,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
528,Coufal,West Ham,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
530,Cresswell,West Ham,4.5,4.5,4.4,4.4,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
532,Emerson,West Ham,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.300000190734863,4.400000095367432,4.300000190734863
533,Fabianski,West Ham,4.5,4.5,4.5,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
