id,name,team,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37,GW 38
83,Senesi,Bournemouth,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,0.0,4.5,4.5,4.4,4.4,4.300000190734863,4.400000095367432,4.300000190734863,4.400000095367432,4.300000190734863
84,Smith,Bournemouth,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.400000095367432,4.400000095367432,4.199999809265137,4.300000190734863,4.300000190734863
85,Solanke,Bournemouth,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.5,6.5,0.0,6.8,7.0,7.1,7.1,7.1,7.1,7.0,6.9,7.0,7.1,7.2,0.0,7.2,7.2,7.3,7.2,9.199999809265137,8.699999809265137,9.199999809265137,8.699999809265137,8.600000381469727
86,Tavernier,Bournemouth,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.3,5.2,5.1,5.5,5.599999904632568,5.5,5.599999904632568,5.599999904632568
88,Travers,Bournemouth,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284
89,Zabarnyi,Bournemouth,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
595,Kerkez,Bournemouth,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.599999904632568,4.800000190734863,4.599999904632568,4.699999809265137,4.800000190734863
607,Radu,Bournemouth,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.0,4.0,4.099999904632568,4.099999904632568,4.0
643,Aarons,Bournemouth,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
644,Scott,Bournemouth,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.800000190734863,4.800000190734863,4.800000190734863,4.699999809265137,4.699999809265137
673,Adams,Bournemouth,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
705,Sinisterra,Bournemouth,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.0,5.5,5.5,5.5,5.5,5.099999904632568,5.199999809265137,5.099999904632568,5.099999904632568,5.199999809265137
799,Faivre,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.699999809265137,4.699999809265137,4.699999809265137,4.599999904632568,4.599999904632568
802,Kinsey,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.199999809265137,4.099999904632568,4.199999809265137
804,Enes Ünal,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.699999809265137,4.599999904632568,4.599999904632568,4.5,4.599999904632568
811,Sadi,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
90,Ajer,Brentford,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.400000095367432,4.300000190734863,4.199999809265137,4.400000095367432,4.300000190734863
91,Balcombe,Brentford,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
92,Baptiste,Brentford,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,5.300000190734863,5.300000190734863,5.199999809265137,5.300000190734863,5.199999809265137
96,Collins,Brentford,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.5,4.400000095367432
98,Damsgaard,Brentford,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.800000190734863,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
99,Dasilva,Brentford,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
101,Flekken,Brentford,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
103,Henry,Brentford,4.5,4.5,4.6,4.6,4.6,4.6,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
104,Hickey,Brentford,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
105,Janelt,Brentford,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.800000190734863,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
106,Jensen,Brentford,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.300000190734863,5.300000190734863,5.300000190734863,5.199999809265137,5.300000190734863
107,Lewis-Potter,Brentford,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,5.0,5.0,4.900000095367432,4.900000095367432,5.0
108,Mbeumo,Brentford,6.5,6.5,6.7,6.8,6.8,6.9,6.9,6.8,6.7,6.7,6.7,6.8,6.9,7.1,7.1,7.0,6.9,0.0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.7,6.7,6.7,6.7,6.7,6.7,5.599999904632568,6.199999809265137,5.900000095367432,5.900000095367432,6.099999904632568
109,Mee,Man Utd,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.0,4.0,4.0,4.0,4.0
110,Nørgaard,Brentford,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,0.0,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.0,5.0,5.0,5.0,5.0
111,Onyeka,Brentford,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.699999809265137,4.599999904632568,4.699999809265137,4.599999904632568,4.599999904632568
112,Pinnock,Brentford,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.5,4.400000095367432
114,Roerslev,Brentford,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.400000095367432,4.5
115,Schade,Brentford,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.900000095367432,4.699999809265137,4.699999809265137,4.800000190734863,4.800000190734863
116,Strakosha,Brentford,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
117,Toney,Brentford,8.0,8.0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,0.0,7.9,7.9,7.9,8.0,8.1,8.1,8.2,8.2,8.2,8.1,8.2,8.2,8.1,8.1,8.1,4.599999904632568,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
119,Wissa,Brentford,6.0,6.0,6.1,6.2,6.1,6.1,6.0,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.8,0.0,5.8,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.7,5.699999809265137,5.800000190734863,5.699999809265137,5.699999809265137,5.800000190734863
120,Yarmoliuk,Brentford,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,5.199999809265137,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568
121,Zanka,Brentford,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.300000190734863,4.400000095367432,4.300000190734863,4.300000190734863,4.300000190734863
258,Maupay,Brentford,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,6.099999904632568,6.0,6.0,6.0,6.099999904632568
508,Reguilón,Brentford,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.400000095367432,4.400000095367432,4.199999809265137
684,Brierley,Brentford,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
701,Ghoddos,Brentford,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
725,Kim Ji-Soo,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
733,Adedokun,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
752,Angelini,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
789,Valdimarsson,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568
797,Fredrick,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
834,Arthur,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
122,Adingra,Brighton,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.599999904632568,5.699999809265137,5.699999809265137,5.800000190734863,5.699999809265137
125,Buonanotte,Brighton,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,0.0,4.7,4.7,4.7,4.7,4.900000095367432,4.900000095367432,4.800000190734863,4.900000095367432,4.900000095367432
129,Dunk,Brighton,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.2,0.0,5.2,5.2,5.2,5.2,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
130,Enciso,Brighton,5.5,5.5,5.4,5.3,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.800000190734863,5.800000190734863,5.699999809265137,5.800000190734863,5.699999809265137
131,Estupiñan,Brighton,5.0,5.1,5.2,5.3,5.3,5.3,5.3,5.2,5.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,5.0,5.1,5.1,5.1,5.0,5.0,5.0,4.9,0.0,4.9,4.9,4.9,4.8,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137
132,Ferguson,Brighton,6.0,6.0,6.0,5.9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.1,6.0,6.0,6.0,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,0.0,5.7,5.7,5.7,5.7,6.800000190734863,6.800000190734863,6.900000095367432,6.900000095367432,6.900000095367432
133,Gilmour,Brighton,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.8,4.8,4.8,4.8,5.0,5.0,5.0,4.900000095367432,4.900000095367432
134,Gross,Brighton,6.5,6.5,6.4,6.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.5,6.5,6.4,6.4,6.5,6.6,6.6,0.0,6.5,6.4,6.3,6.3,6.199999809265137,6.099999904632568,6.0,5.900000095367432,5.900000095367432
135,João Pedro,Brighton,5.5,5.5,5.6,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.4,5.3,5.3,5.3,5.2,0.0,5.2,5.2,5.2,5.2,6.699999809265137,7.5,7.0,7.199999809265137,7.199999809265137
138,Lallana,Brighton,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,4.9,4.9,4.9,4.9,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
139,Lamptey,Brighton,4.0,4.0,4.0,3.9,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.5,4.5,4.5,4.5,4.5
140,March,Brighton,6.5,6.5,6.6,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,0.0,6.1,6.1,6.1,6.1,6.300000190734863,6.300000190734863,6.300000190734863,6.300000190734863,6.300000190734863
141,McGill,Brighton,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.099999904632568,4.199999809265137,4.099999904632568,4.199999809265137,4.199999809265137
142,Milner,Brighton,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
143,Mitoma,Brighton,6.5,6.5,6.6,6.6,6.5,6.5,6.6,6.6,6.5,6.5,6.5,6.5,6.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,6.4,6.4,6.4,6.4,6.599999904632568,6.599999904632568,6.599999904632568,6.5,6.5
144,Moder,Brighton,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.900000095367432,4.900000095367432,5.0,4.800000190734863,4.800000190734863
148,Steele,Brighton,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.1,4.1,4.1,4.1,4.099999904632568,4.099999904632568,4.099999904632568,4.0,4.0
150,Van Hecke,Brighton,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,0.0,4.1,4.1,4.1,4.1,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
151,Veltman,Brighton,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
152,Verbruggen,Brighton,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.400000095367432,4.5,4.400000095367432,4.5,4.5
153,Webster,Brighton,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,4.2,4.2,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
154,Welbeck,Brighton,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,0.0,5.7,5.7,5.7,5.7,7.0,7.0,7.0,6.900000095367432,7.0
606,Igor,Brighton,4.5,4.5,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.400000095367432,4.300000190734863,4.400000095367432,4.300000190734863,4.300000190734863
621,Hinshelwood,Brighton,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.699999809265137,4.800000190734863,4.699999809265137,4.800000190734863,4.800000190734863
690,Baleba,Brighton,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.800000190734863,4.800000190734863,5.0,4.800000190734863,4.800000190734863
700,Ansu Fati,Brighton,0.0,0.0,0.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,6.4,6.4,6.4,6.4,5.199999809265137,5.199999809265137,5.400000095367432,5.199999809265137,5.300000190734863
